CMSA99,,PMSA99,,,,STATE,COUNTY,,CENTRALC,,,,msaLABEL
8920,,,,,,,,,,,,,"Waterloo-Cedar Falls, IA MSA"
8920,,,,,,19,13,,1,,,,Black Hawk County
,,,,,,,,,,,,,
8940,,,,,,,,,,,,,"Wausau, WI MSA"
8940,,,,,,55,73,,1,,,,Marathon County
,,,,,,,,,,,,,
8960,,,,,,,,,,,,,"West Palm Beach-Boca Raton, FL MSA"
8960,,,,,,12,99,,1,,,,Palm Beach County
,,,,,,,,,,,,,
9000,,,,,,,,,,,,,"Wheeling, WV-OH MSA"
9000,,,,,,39,13,,2,,,,"Belmont County, OH"
9000,,,,,,54,51,,2,,,,"Marshall County, WV"
9000,,,,,,54,69,,1,,,,"Ohio County, WV"
,,,,,,,,,,,,,
9040,,,,,,,,,,,,,"Wichita, KS MSA"
9040,,,,,,20,15,,2,,,,Butler County
9040,,,,,,20,79,,2,,,,Harvey County
9040,,,,,,20,173,,1,,,,Sedgwick County
,,,,,,,,,,,,,
9080,,,,,,,,,,,,,"Wichita Falls, TX MSA"
9080,,,,,,48,9,,2,,,,Archer County
9080,,,,,,48,485,,1,,,,Wichita County
,,,,,,,,,,,,,
9140,,,,,,,,,,,,,"Williamsport, PA MSA"
9140,,,,,,42,81,,1,,,,Lycoming County
,,,,,,,,,,,,,
9200,,,,,,,,,,,,,"Wilmington, NC MSA"
9200,,,,,,37,19,,2,,,,Brunswick County
9200,,,,,,37,129,,1,,,,New Hanover County
,,,,,,,,,,,,,
9260,,,,,,,,,,,,,"Yakima, WA MSA"
9260,,,,,,53,77,,1,,,,Yakima County
,,,,,,,,,,,,,
9280,,,,,,,,,,,,,"York, PA MSA"
9280,,,,,,42,133,,1,,,,York County
,,,,,,,,,,,,,
9320,,,,,,,,,,,,,"Youngstown-Warren, OH MSA"
9320,,,,,,39,29,,2,,,,Columbiana County
9320,,,,,,39,99,,1,,,,Mahoning County
9320,,,,,,39,155,,1,,,,Trumbull County
,,,,,,,,,,,,,
9340,,,,,,,,,,,,,"Yuba City, CA MSA"
9340,,,,,,6,101,,1,,,,Sutter County
9340,,,,,,6,115,,1,,,,Yuba County
,,,,,,,,,,,,,
9360,,,,,,,,,,,,,"Yuma, AZ MSA"
9360,,,,,,4,27,,1,,,,Yuma County
